name,comment,cost,choicecategory,blurb,supplier,price,multiplier,published,sortorder
"GeForce GTX 485M","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: GeForce GTX 485M
Rank: 109
G3DMark: 2,369
G2DMark: 578
Num Samples: 16
Price: NA
","NA","High-end GPUs","GeForce GTX 485M:
G3D Mark score: 2,369
G2D Mark scrore: 578
","","","","True","109"
"GeForce GTX 580M","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: GeForce GTX 580M
Rank: 110
G3DMark: 2,309
G2DMark: 585
Num Samples: 64
Price: NA
","NA","High-end GPUs","GeForce GTX 580M:
G3D Mark score: 2,309
G2D Mark scrore: 585
","","","","True","110"
"Radeon HD 5850","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: Radeon HD 5850
Rank: 111
G3DMark: 2,264
G2DMark: 594
Num Samples: 1731
Price: $79.99*
Price is last known price","79.99","High-end GPUs","Radeon HD 5850:
G3D Mark score: 2,264
G2D Mark scrore: 594
","","","","True","111"
"Quadro K620","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: Quadro K620
Rank: 112
G3DMark: 2,248
G2DMark: 843
Num Samples: 196
Price: $159.99
","159.99","High-end GPUs","Quadro K620:
G3D Mark score: 2,248
G2D Mark scrore: 843
","","","","True","112"
"Radeon HD 6850","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: Radeon HD 6850
Rank: 113
G3DMark: 2,239
G2DMark: 589
Num Samples: 4480
Price: $99.99*
Price is last known price","99.99","High-end GPUs","Radeon HD 6850:
G3D Mark score: 2,239
G2D Mark scrore: 589
","","","","True","113"
"GeForce GTX 460 SE","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: GeForce GTX 460 SE
Rank: 114
G3DMark: 2,237
G2DMark: 599
Num Samples: 449
Price: $159.99*
Price is last known price","159.99","High-end GPUs","GeForce GTX 460 SE:
G3D Mark score: 2,237
G2D Mark scrore: 599
","","","","True","114"
"GeForce GTX 870M","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: GeForce GTX 870M
Rank: 115
G3DMark: 2,232
G2DMark: 754
Num Samples: 317
Price: NA
","NA","High-end GPUs","GeForce GTX 870M:
G3D Mark score: 2,232
G2D Mark scrore: 754
","","","","True","115"
"GeForce GTX 560 SE","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: GeForce GTX 560 SE
Rank: 116
G3DMark: 2,229
G2DMark: 574
Num Samples: 177
Price: $89.99*
Price is last known price","89.99","High-end GPUs","GeForce GTX 560 SE:
G3D Mark score: 2,229
G2D Mark scrore: 574
","","","","True","116"
"Quadro K4000M","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: Quadro K4000M
Rank: 117
G3DMark: 2,188
G2DMark: 717
Num Samples: 55
Price: NA
","NA","High-end GPUs","Quadro K4000M:
G3D Mark score: 2,188
G2D Mark scrore: 717
","","","","True","117"
"FirePro M5100","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: FirePro M5100
Rank: 118
G3DMark: 2,172
G2DMark: 836
Num Samples: 3
Price: NA
","NA","High-end GPUs","FirePro M5100:
G3D Mark score: 2,172
G2D Mark scrore: 836
","","","","True","118"
"GeForce GTX 555","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: GeForce GTX 555
Rank: 119
G3DMark: 2,165
G2DMark: 676
Num Samples: 77
Price: NA
","NA","High-end GPUs","GeForce GTX 555:
G3D Mark score: 2,165
G2D Mark scrore: 676
","","","","True","119"
"GeForce GTX 745","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: GeForce GTX 745
Rank: 120
G3DMark: 2,161
G2DMark: 860
Num Samples: 308
Price: NA
","NA","High-end GPUs","GeForce GTX 745:
G3D Mark score: 2,161
G2D Mark scrore: 860
","","","","True","120"
"Radeon R7 + HD 7700 Dual","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: Radeon R7 + HD 7700 Dual
Rank: 121
G3DMark: 2,159
G2DMark: 494
Num Samples: 2
Price: NA
","NA","High-end GPUs","Radeon R7 + HD 7700 Dual:
G3D Mark score: 2,159
G2D Mark scrore: 494
","","","","True","121"
"Radeon HD 7770","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: Radeon HD 7770
Rank: 122
G3DMark: 2,155
G2DMark: 576
Num Samples: 5405
Price: $119.99
","119.99","High-end GPUs","Radeon HD 7770:
G3D Mark score: 2,155
G2D Mark scrore: 576
","","","","True","122"
"GeForce GTX 675M","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: GeForce GTX 675M
Rank: 123
G3DMark: 2,141
G2DMark: 663
Num Samples: 231
Price: NA
","NA","High-end GPUs","GeForce GTX 675M:
G3D Mark score: 2,141
G2D Mark scrore: 663
","","","","True","123"
"GeForce GTX 670MX","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: GeForce GTX 670MX
Rank: 124
G3DMark: 2,065
G2DMark: 633
Num Samples: 254
Price: NA
","NA","High-end GPUs","GeForce GTX 670MX:
G3D Mark score: 2,065
G2D Mark scrore: 633
","","","","True","124"
"Radeon HD 6790","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: Radeon HD 6790
Rank: 125
G3DMark: 2,037
G2DMark: 567
Num Samples: 595
Price: $64.99*
Price is last known price","64.99","High-end GPUs","Radeon HD 6790:
G3D Mark score: 2,037
G2D Mark scrore: 567
","","","","True","125"
"Radeon HD 5830","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: Radeon HD 5830
Rank: 126
G3DMark: 2,031
G2DMark: 539
Num Samples: 456
Price: $159.99*
Price is last known price","159.99","High-end GPUs","Radeon HD 5830:
G3D Mark score: 2,031
G2D Mark scrore: 539
","","","","True","126"
"GeForce GTX 480M","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: GeForce GTX 480M
Rank: 127
G3DMark: 2,018
G2DMark: 555
Num Samples: 9
Price: NA
","NA","High-end GPUs","GeForce GTX 480M:
G3D Mark score: 2,018
G2D Mark scrore: 555
","","","","True","127"
"GeForce GTX 570M","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: GeForce GTX 570M
Rank: 128
G3DMark: 2,008
G2DMark: 550
Num Samples: 122
Price: NA
","NA","High-end GPUs","GeForce GTX 570M:
G3D Mark score: 2,008
G2D Mark scrore: 550
","","","","True","128"
"Radeon R9 M370X","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: Radeon R9 M370X
Rank: 129
G3DMark: 1,985
G2DMark: 729
Num Samples: 3
Price: NA
","NA","High-end GPUs","Radeon R9 M370X:
G3D Mark score: 1,985
G2D Mark scrore: 729
","","","","True","129"
"GeForce GTX 470M","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: GeForce GTX 470M
Rank: 130
G3DMark: 1,976
G2DMark: 521
Num Samples: 6
Price: NA
","NA","High-end GPUs","GeForce GTX 470M:
G3D Mark score: 1,976
G2D Mark scrore: 521
","","","","True","130"
"Quadro 4000","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: Quadro 4000
Rank: 131
G3DMark: 1,932
G2DMark: 637
Num Samples: 785
Price: $342.28
","342.28","High-end GPUs","Quadro 4000:
G3D Mark score: 1,932
G2D Mark scrore: 637
","","","","True","131"
"GeForce GTX 765M","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: GeForce GTX 765M
Rank: 132
G3DMark: 1,928
G2DMark: 727
Num Samples: 679
Price: NA
","NA","High-end GPUs","GeForce GTX 765M:
G3D Mark score: 1,928
G2D Mark scrore: 727
","","","","True","132"
"GeForce GTX 645","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: GeForce GTX 645
Rank: 133
G3DMark: 1,926
G2DMark: 857
Num Samples: 239
Price: NA
","NA","High-end GPUs","GeForce GTX 645:
G3D Mark score: 1,926
G2D Mark scrore: 857
","","","","True","133"
"GeForce GTX 550 Ti","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: GeForce GTX 550 Ti
Rank: 134
G3DMark: 1,923
G2DMark: 584
Num Samples: 5016
Price: $287.59*
Price is last known price","287.59","High-end GPUs","GeForce GTX 550 Ti:
G3D Mark score: 1,923
G2D Mark scrore: 584
","","","","True","134"
"Quadro 5000M","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: Quadro 5000M
Rank: 135
G3DMark: 1,919
G2DMark: 400
Num Samples: 7
Price: NA
","NA","High-end GPUs","Quadro 5000M:
G3D Mark score: 1,919
G2D Mark scrore: 400
","","","","True","135"
"Radeon HD 6900M","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: Radeon HD 6900M
Rank: 136
G3DMark: 1,900
G2DMark: 587
Num Samples: 281
Price: NA
","NA","High-end GPUs","Radeon HD 6900M:
G3D Mark score: 1,900
G2D Mark scrore: 587
","","","","True","136"
"GeForce GTX 670M","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: GeForce GTX 670M
Rank: 137
G3DMark: 1,891
G2DMark: 648
Num Samples: 351
Price: NA
","NA","High-end GPUs","GeForce GTX 670M:
G3D Mark score: 1,891
G2D Mark scrore: 648
","","","","True","137"
"Quadro K3100M","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: Quadro K3100M
Rank: 138
G3DMark: 1,884
G2DMark: 846
Num Samples: 134
Price: $676.93
","676.93","High-end GPUs","Quadro K3100M:
G3D Mark score: 1,884
G2D Mark scrore: 846
","","","","True","138"
"GRID K280Q","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: GRID K280Q
Rank: 139
G3DMark: 1,840
G2DMark: 533
Num Samples: 5
Price: NA
","NA","High-end GPUs","GRID K280Q:
G3D Mark score: 1,840
G2D Mark scrore: 533
","","","","True","139"
"Radeon HD 8570D + HD 7700 Dual","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: Radeon HD 8570D + HD 7700 Dual
Rank: 140
G3DMark: 1,834
G2DMark: 466
Num Samples: 3
Price: NA
","NA","High-end GPUs","Radeon HD 8570D + HD 7700 Dual:
G3D Mark score: 1,834
G2D Mark scrore: 466
","","","","True","140"
"GeForce GTX 650","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: GeForce GTX 650
Rank: 141
G3DMark: 1,832
G2DMark: 632
Num Samples: 4137
Price: $99.99
","99.99","High-end GPUs","GeForce GTX 650:
G3D Mark score: 1,832
G2D Mark scrore: 632
","","","","True","141"
"Radeon R9 255","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: Radeon R9 255
Rank: 142
G3DMark: 1,826
G2DMark: 626
Num Samples: 24
Price: NA
","NA","High-end GPUs","Radeon R9 255:
G3D Mark score: 1,826
G2D Mark scrore: 626
","","","","True","142"
"Radeon HD 8670D + 7700 Dual","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: Radeon HD 8670D + 7700 Dual
Rank: 143
G3DMark: 1,788
G2DMark: 572
Num Samples: 6
Price: NA
","NA","High-end GPUs","Radeon HD 8670D + 7700 Dual:
G3D Mark score: 1,788
G2D Mark scrore: 572
","","","","True","143"
"FirePro 3D V7800","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: FirePro 3D V7800
Rank: 144
G3DMark: 1,784
G2DMark: 598
Num Samples: 13
Price: $599.99*
Price is last known price","599.99","High-end GPUs","FirePro 3D V7800:
G3D Mark score: 1,784
G2D Mark scrore: 598
","","","","True","144"
"Quadro 4000M","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: Quadro 4000M
Rank: 145
G3DMark: 1,769
G2DMark: 552
Num Samples: 64
Price: NA
","NA","High-end GPUs","Quadro 4000M:
G3D Mark score: 1,769
G2D Mark scrore: 552
","","","","True","145"
"Radeon HD 8870M / R9 M270X / M370X","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: Radeon HD 8870M / R9 M270X / M370X
Rank: 146
G3DMark: 1,754
G2DMark: 675
Num Samples: 33
Price: NA
","NA","High-end GPUs","Radeon HD 8870M / R9 M270X / M370X:
G3D Mark score: 1,754
G2D Mark scrore: 675
","","","","True","146"
"Radeon HD 8870M","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: Radeon HD 8870M
Rank: 147
G3DMark: 1,704
G2DMark: 679
Num Samples: 11
Price: NA
","NA","High-end GPUs","Radeon HD 8870M:
G3D Mark score: 1,704
G2D Mark scrore: 679
","","","","True","147"
"Quadro 5010M","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: Quadro 5010M
Rank: 148
G3DMark: 1,698
G2DMark: 587
Num Samples: 24
Price: NA
","NA","High-end GPUs","Quadro 5010M:
G3D Mark score: 1,698
G2D Mark scrore: 587
","","","","True","148"
"Radeon HD 5770","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: Radeon HD 5770
Rank: 149
G3DMark: 1,687
G2DMark: 544
Num Samples: 4430
Price: $115.99*
Price is last known price","115.99","High-end GPUs","Radeon HD 5770:
G3D Mark score: 1,687
G2D Mark scrore: 544
","","","","True","149"
"FirePro W600","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: FirePro W600
Rank: 150
G3DMark: 1,679
G2DMark: 714
Num Samples: 15
Price: $449.99
","449.99","High-end GPUs","FirePro W600:
G3D Mark score: 1,679
G2D Mark scrore: 714
","","","","True","150"
"FirePro M6000 Mobility Pro","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: FirePro M6000 Mobility Pro
Rank: 151
G3DMark: 1,674
G2DMark: 693
Num Samples: 40
Price: NA
","NA","High-end GPUs","FirePro M6000 Mobility Pro:
G3D Mark score: 1,674
G2D Mark scrore: 693
","","","","True","151"
"Radeon HD 6770","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: Radeon HD 6770
Rank: 152
G3DMark: 1,664
G2DMark: 540
Num Samples: 1671
Price: $76.99*
Price is last known price","76.99","High-end GPUs","Radeon HD 6770:
G3D Mark score: 1,664
G2D Mark scrore: 540
","","","","True","152"
"Quadro K2000","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: Quadro K2000
Rank: 153
G3DMark: 1,661
G2DMark: 760
Num Samples: 394
Price: $363.50
","363.50","High-end GPUs","Quadro K2000:
G3D Mark score: 1,661
G2D Mark scrore: 760
","","","","True","153"
"Radeon HD 7750","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: Radeon HD 7750
Rank: 154
G3DMark: 1,643
G2DMark: 549
Num Samples: 3062
Price: $89.99
","89.99","High-end GPUs","Radeon HD 7750:
G3D Mark score: 1,643
G2D Mark scrore: 549
","","","","True","154"
"Quadro K2000D","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: Quadro K2000D
Rank: 155
G3DMark: 1,628
G2DMark: 795
Num Samples: 65
Price: $389.75
","389.75","High-end GPUs","Quadro K2000D:
G3D Mark score: 1,628
G2D Mark scrore: 795
","","","","True","155"
"Quadro K3000M","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: Quadro K3000M
Rank: 156
G3DMark: 1,595
G2DMark: 720
Num Samples: 75
Price: NA
","NA","High-end GPUs","Quadro K3000M:
G3D Mark score: 1,595
G2D Mark scrore: 720
","","","","True","156"
"GeForce GTX 860M","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: GeForce GTX 860M
Rank: 157
G3DMark: 1,592
G2DMark: 667
Num Samples: 1556
Price: NA
","NA","High-end GPUs","GeForce GTX 860M:
G3D Mark score: 1,592
G2D Mark scrore: 667
","","","","True","157"
"GeForce GT 755M","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: GeForce GT 755M
Rank: 158
G3DMark: 1,574
G2DMark: 712
Num Samples: 436
Price: NA
","NA","High-end GPUs","GeForce GT 755M:
G3D Mark score: 1,574
G2D Mark scrore: 712
","","","","True","158"
"GeForce GTX 960M","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: GeForce GTX 960M
Rank: 159
G3DMark: 1,573
G2DMark: 667
Num Samples: 441
Price: NA
","NA","High-end GPUs","GeForce GTX 960M:
G3D Mark score: 1,573
G2D Mark scrore: 667
","","","","True","159"
"GeForce GT 740","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: GeForce GT 740
Rank: 160
G3DMark: 1,555
G2DMark: 656
Num Samples: 524
Price: $64.99
","64.99","High-end GPUs","GeForce GT 740:
G3D Mark score: 1,555
G2D Mark scrore: 656
","","","","True","160"
"GeForce GTX 560M","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: GeForce GTX 560M
Rank: 161
G3DMark: 1,551
G2DMark: 546
Num Samples: 622
Price: NA
","NA","High-end GPUs","GeForce GTX 560M:
G3D Mark score: 1,551
G2D Mark scrore: 546
","","","","True","161"
"GeForce GTS 450","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: GeForce GTS 450
Rank: 162
G3DMark: 1,551
G2DMark: 543
Num Samples: 2459
Price: $64.99*
Price is last known price","64.99","High-end GPUs","GeForce GTS 450:
G3D Mark score: 1,551
G2D Mark scrore: 543
","","","","True","162"
"FirePro W4100","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: FirePro W4100
Rank: 163
G3DMark: 1,551
G2DMark: 833
Num Samples: 16
Price: $159.99
","159.99","High-end GPUs","FirePro W4100:
G3D Mark score: 1,551
G2D Mark scrore: 833
","","","","True","163"
"Radeon HD 7660D + HD 6670 Dual","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: Radeon HD 7660D + HD 6670 Dual
Rank: 164
G3DMark: 1,533
G2DMark: 508
Num Samples: 3
Price: NA
","NA","High-end GPUs","Radeon HD 7660D + HD 6670 Dual:
G3D Mark score: 1,533
G2D Mark scrore: 508
","","","","True","164"
"Intel Iris Pro 6200","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: Intel Iris Pro 6200
Rank: 165
G3DMark: 1,530
G2DMark: 871
Num Samples: 13
Price: NA
","NA","High-end GPUs","Intel Iris Pro 6200:
G3D Mark score: 1,530
G2D Mark scrore: 871
","","","","True","165"
"Radeon HD 4890","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: Radeon HD 4890
Rank: 166
G3DMark: 1,527
G2DMark: 548
Num Samples: 705
Price: $109.99*
Price is last known price","109.99","High-end GPUs","Radeon HD 4890:
G3D Mark score: 1,527
G2D Mark scrore: 548
","","","","True","166"
"FirePro W4100 Adapter","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: FirePro W4100 Adapter
Rank: 167
G3DMark: 1,524
G2DMark: 736
Num Samples: 8
Price: NA
","NA","High-end GPUs","FirePro W4100 Adapter:
G3D Mark score: 1,524
G2D Mark scrore: 736
","","","","True","167"
"FirePro V5900","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: FirePro V5900
Rank: 168
G3DMark: 1,514
G2DMark: 646
Num Samples: 99
Price: $319.99
","319.99","High-end GPUs","FirePro V5900:
G3D Mark score: 1,514
G2D Mark scrore: 646
","","","","True","168"
"Radeon HD 7870M","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: Radeon HD 7870M
Rank: 169
G3DMark: 1,447
G2DMark: 558
Num Samples: 12
Price: NA
","NA","High-end GPUs","Radeon HD 7870M:
G3D Mark score: 1,447
G2D Mark scrore: 558
","","","","True","169"
"GeForce GTX 760M","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: GeForce GTX 760M
Rank: 170
G3DMark: 1,436
G2DMark: 706
Num Samples: 223
Price: NA
","NA","High-end GPUs","GeForce GTX 760M:
G3D Mark score: 1,436
G2D Mark scrore: 706
","","","","True","170"
"GeForce GTX 660M","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: GeForce GTX 660M
Rank: 171
G3DMark: 1,432
G2DMark: 625
Num Samples: 821
Price: NA
","NA","High-end GPUs","GeForce GTX 660M:
G3D Mark score: 1,432
G2D Mark scrore: 625
","","","","True","171"
"FirePro M4000","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: FirePro M4000
Rank: 172
G3DMark: 1,420
G2DMark: 635
Num Samples: 48
Price: NA
","NA","High-end GPUs","FirePro M4000:
G3D Mark score: 1,420
G2D Mark scrore: 635
","","","","True","172"
"Radeon R7 250","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: Radeon R7 250
Rank: 173
G3DMark: 1,413
G2DMark: 545
Num Samples: 835
Price: $79.99
","79.99","High-end GPUs","Radeon R7 250:
G3D Mark score: 1,413
G2D Mark scrore: 545
","","","","True","173"
"Radeon HD 7560D + 7670 Dual","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: Radeon HD 7560D + 7670 Dual
Rank: 174
G3DMark: 1,412
G2DMark: 447
Num Samples: 6
Price: NA
","NA","High-end GPUs","Radeon HD 7560D + 7670 Dual:
G3D Mark score: 1,412
G2D Mark scrore: 447
","","","","True","174"
"FirePro M40003","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: FirePro M40003
Rank: 175
G3DMark: 1,411
G2DMark: 658
Num Samples: 36
Price: NA
","NA","High-end GPUs","FirePro M40003:
G3D Mark score: 1,411
G2D Mark scrore: 658
","","","","True","175"
"Radeon R7 + R7 200 Dual","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: Radeon R7 + R7 200 Dual
Rank: 176
G3DMark: 1,408
G2DMark: 475
Num Samples: 38
Price: NA
","NA","High-end GPUs","Radeon R7 + R7 200 Dual:
G3D Mark score: 1,408
G2D Mark scrore: 475
","","","","True","176"
"GeForce GTX 850M","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: GeForce GTX 850M
Rank: 177
G3DMark: 1,405
G2DMark: 684
Num Samples: 913
Price: NA
","NA","High-end GPUs","GeForce GTX 850M:
G3D Mark score: 1,405
G2D Mark scrore: 684
","","","","True","177"
"Radeon HD 5750","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: Radeon HD 5750
Rank: 178
G3DMark: 1,395
G2DMark: 522
Num Samples: 1350
Price: $69.41*
Price is last known price","69.41","High-end GPUs","Radeon HD 5750:
G3D Mark score: 1,395
G2D Mark scrore: 522
","","","","True","178"
"Radeon R9 M275X / M375","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: Radeon R9 M275X / M375
Rank: 179
G3DMark: 1,388
G2DMark: 651
Num Samples: 29
Price: NA
","NA","High-end GPUs","Radeon R9 M275X / M375:
G3D Mark score: 1,388
G2D Mark scrore: 651
","","","","True","179"
"GeForce GTX 460M","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: GeForce GTX 460M
Rank: 180
G3DMark: 1,382
G2DMark: 486
Num Samples: 516
Price: NA
","NA","High-end GPUs","GeForce GTX 460M:
G3D Mark score: 1,382
G2D Mark scrore: 486
","","","","True","180"
"Radeon HD 4870","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: Radeon HD 4870
Rank: 181
G3DMark: 1,375
G2DMark: 508
Num Samples: 1389
Price: $59.99*
Price is last known price","59.99","High-end GPUs","Radeon HD 4870:
G3D Mark score: 1,375
G2D Mark scrore: 508
","","","","True","181"
"GeForce GTX 950M","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: GeForce GTX 950M
Rank: 182
G3DMark: 1,373
G2DMark: 678
Num Samples: 203
Price: NA
","NA","High-end GPUs","GeForce GTX 950M:
G3D Mark score: 1,373
G2D Mark scrore: 678
","","","","True","182"
"Radeon HD 7850M","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: Radeon HD 7850M
Rank: 183
G3DMark: 1,372
G2DMark: 565
Num Samples: 8
Price: NA
","NA","High-end GPUs","Radeon HD 7850M:
G3D Mark score: 1,372
G2D Mark scrore: 565
","","","","True","183"
"Radeon HD 8670D + 6670 Dual","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: Radeon HD 8670D + 6670 Dual
Rank: 184
G3DMark: 1,361
G2DMark: 567
Num Samples: 12
Price: NA
","NA","High-end GPUs","Radeon HD 8670D + 6670 Dual:
G3D Mark score: 1,361
G2D Mark scrore: 567
","","","","True","184"
"FireStream 9270","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: FireStream 9270
Rank: 185
G3DMark: 1,341
G2DMark: 473
Num Samples: 4
Price: NA
","NA","High-end GPUs","FireStream 9270:
G3D Mark score: 1,341
G2D Mark scrore: 473
","","","","True","185"
"GeForce GT 750M","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: GeForce GT 750M
Rank: 186
G3DMark: 1,341
G2DMark: 673
Num Samples: 1595
Price: NA
","NA","High-end GPUs","GeForce GT 750M:
G3D Mark score: 1,341
G2D Mark scrore: 673
","","","","True","186"
"Radeon HD 7730","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: Radeon HD 7730
Rank: 187
G3DMark: 1,335
G2DMark: 474
Num Samples: 34
Price: $49.99*
Price is last known price","49.99","High-end GPUs","Radeon HD 7730:
G3D Mark score: 1,335
G2D Mark scrore: 474
","","","","True","187"
"FirePro 3D V5800","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: FirePro 3D V5800
Rank: 188
G3DMark: 1,327
G2DMark: 575
Num Samples: 64
Price: $369.99*
Price is last known price","369.99","High-end GPUs","FirePro 3D V5800:
G3D Mark score: 1,327
G2D Mark scrore: 575
","","","","True","188"
"Radeon HD 8790M / R9 M290X","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: Radeon HD 8790M / R9 M290X
Rank: 189
G3DMark: 1,326
G2DMark: 618
Num Samples: 3
Price: NA
","NA","High-end GPUs","Radeon HD 8790M / R9 M290X:
G3D Mark score: 1,326
G2D Mark scrore: 618
","","","","True","189"
"Radeon R9 M270X","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: Radeon R9 M270X
Rank: 190
G3DMark: 1,312
G2DMark: 438
Num Samples: 8
Price: NA
","NA","High-end GPUs","Radeon R9 M270X:
G3D Mark score: 1,312
G2D Mark scrore: 438
","","","","True","190"
"Radeon HD 8790M","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: Radeon HD 8790M
Rank: 191
G3DMark: 1,305
G2DMark: 799
Num Samples: 15
Price: NA
","NA","High-end GPUs","Radeon HD 8790M:
G3D Mark score: 1,305
G2D Mark scrore: 799
","","","","True","191"
"Radeon HD 6750","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: Radeon HD 6750
Rank: 192
G3DMark: 1,305
G2DMark: 526
Num Samples: 432
Price: $49.99*
Price is last known price","49.99","High-end GPUs","Radeon HD 6750:
G3D Mark score: 1,305
G2D Mark scrore: 526
","","","","True","192"
